parameter,scale,norm_grade,metric,filter_type,filter_value,base_n,norm_value
Non-Sticky Formula,7,Bottom 25%,TB%,Occupation,Mahasiswa,1,0.0
Non-Sticky Formula,7,Top 25%,MS,Occupation,Mahasiswa,1,7.0
Non-Sticky Formula,7,Top 25%,T2B%,Occupation,Mahasiswa,1,100.0
Non-Sticky Formula,7,Top 25%,T3B%,Occupation,Mahasiswa,1,100.0
Non-Sticky Formula,7,Top 25%,TB%,Occupation,Mahasiswa,1,100.0
Non-Sticky Formula,7,Average 50%,MS,Occupation,Pegawai swasta,4,6.75
Non-Sticky Formula,7,Average 50%,T2B%,Occupation,Pegawai swasta,4,100.0
Non-Sticky Formula,7,Average 50%,T3B%,Occupation,Pegawai swasta,4,100.0
Non-Sticky Formula,7,Average 50%,TB%,Occupation,Pegawai swasta,4,75.0
Non-Sticky Formula,7,Bottom 25%,MS,Occupation,Pegawai swasta,2,2.0
Non-Sticky Formula,7,Bottom 25%,T2B%,Occupation,Pegawai swasta,2,0.0
Non-Sticky Formula,7,Bottom 25%,T3B%,Occupation,Pegawai swasta,2,0.0
Non-Sticky Formula,7,Bottom 25%,TB%,Occupation,Pegawai swasta,2,0.0
Non-Sticky Formula,7,Top 25%,MS,Occupation,Pegawai swasta,2,7.0
Non-Sticky Formula,7,Top 25%,T2B%,Occupation,Pegawai swasta,2,100.0
Non-Sticky Formula,7,Top 25%,T3B%,Occupation,Pegawai swasta,2,100.0
Non-Sticky Formula,7,Top 25%,TB%,Occupation,Pegawai swasta,2,100.0
Non-Sticky Formula,7,Average 50%,MS,Occupation,Pekerja paruh waktu,1,7.0
Non-Sticky Formula,7,Average 50%,T2B%,Occupation,Pekerja paruh waktu,1,100.0
Non-Sticky Formula,7,Average 50%,T3B%,Occupation,Pekerja paruh waktu,1,100.0
Non-Sticky Formula,7,Average 50%,TB%,Occupation,Pekerja paruh waktu,1,100.0
Non-Sticky Formula,7,Bottom 25%,MS,Occupation,Pekerja paruh waktu,0,
Non-Sticky Formula,7,Bottom 25%,T2B%,Occupation,Pekerja paruh waktu,0,
Non-Sticky Formula,7,Bottom 25%,T3B%,Occupation,Pekerja paruh waktu,0,
Non-Sticky Formula,7,Bottom 25%,TB%,Occupation,Pekerja paruh waktu,0,
Non-Sticky Formula,7,Top 25%,MS,Occupation,Pekerja paruh waktu,0,
Non-Sticky Formula,7,Top 25%,T2B%,Occupation,Pekerja paruh waktu,0,
Non-Sticky Formula,7,Top 25%,T3B%,Occupation,Pekerja paruh waktu,0,
Non-Sticky Formula,7,Top 25%,TB%,Occupation,Pekerja paruh waktu,0,
Non-Sticky Formula,7,Average 50%,MS,SES,Upper 1 (A),7,7.0
Non-Sticky Formula,7,Average 50%,T2B%,SES,Upper 1 (A),7,100.0
Non-Sticky Formula,7,Average 50%,T3B%,SES,Upper 1 (A),7,100.0
Non-Sticky Formula,7,Average 50%,TB%,SES,Upper 1 (A),7,100.0
Non-Sticky Formula,7,Bottom 25%,MS,SES,Upper 1 (A),3,2.0
Non-Sticky Formula,7,Bottom 25%,T2B%,SES,Upper 1 (A),3,0.0
Non-Sticky Formula,7,Bottom 25%,T3B%,SES,Upper 1 (A),3,0.0
Non-Sticky Formula,7,Bottom 25%,TB%,SES,Upper 1 (A),3,0.0
Non-Sticky Formula,7,Top 25%,MS,SES,Upper 1 (A),3,7.0
Non-Sticky Formula,7,Top 25%,T2B%,SES,Upper 1 (A),3,100.0
Non-Sticky Formula,7,Top 25%,T3B%,SES,Upper 1 (A),3,100.0
Non-Sticky Formula,7,Top 25%,TB%,SES,Upper 1 (A),3,100.0
Non-Sticky Formula,7,Average 50%,MS,SES,Upper 2 (B),7,7.0
Non-Sticky Formula,7,Average 50%,T2B%,SES,Upper 2 (B),7,100.0
Non-Sticky Formula,7,Average 50%,T3B%,SES,Upper 2 (B),7,100.0
Non-Sticky Formula,7,Average 50%,TB%,SES,Upper 2 (B),7,100.0
Non-Sticky Formula,7,Bottom 25%,MS,SES,Upper 2 (B),3,6.0
Non-Sticky Formula,7,Bottom 25%,T2B%,SES,Upper 2 (B),3,100.0
Non-Sticky Formula,7,Bottom 25%,T3B%,SES,Upper 2 (B),3,100.0
Non-Sticky Formula,7,Bottom 25%,TB%,SES,Upper 2 (B),3,0.0
Non-Sticky Formula,7,Top 25%,MS,SES,Upper 2 (B),3,7.0
Non-Sticky Formula,7,Top 25%,T2B%,SES,Upper 2 (B),3,100.0
Non-Sticky Formula,7,Top 25%,T3B%,SES,Upper 2 (B),3,100.0
Non-Sticky Formula,7,Top 25%,TB%,SES,Upper 2 (B),3,100.0
Non-Sticky Formula,7,Average 50%,MS,Sequence,Product 1,15,6.93
Non-Sticky Formula,7,Average 50%,T2B%,Sequence,Product 1,15,100.0
Non-Sticky Formula,7,Average 50%,T3B%,Sequence,Product 1,15,100.0
Non-Sticky Formula,7,Average 50%,TB%,Sequence,Product 1,15,93.33
Non-Sticky Formula,7,Bottom 25%,MS,Sequence,Product 1,7,4.14
Non-Sticky Formula,7,Bottom 25%,T2B%,Sequence,Product 1,7,42.86
Non-Sticky Formula,7,Bottom 25%,T3B%,Sequence,Product 1,7,57.14
Non-Sticky Formula,7,Bottom 25%,TB%,Sequence,Product 1,7,0.0
Non-Sticky Formula,7,Top 25%,MS,Sequence,Product 1,7,7.0
Non-Sticky Formula,7,Top 25%,T2B%,Sequence,Product 1,7,100.0
Non-Sticky Formula,7,Top 25%,T3B%,Sequence,Product 1,7,100.0
Non-Sticky Formula,7,Top 25%,TB%,Sequence,Product 1,7,100.0
Non-Sticky Formula,7,Average 50%,MS,Sub-Category,Face Care,15,6.93
Non-Sticky Formula,7,Average 50%,T2B%,Sub-Category,Face Care,15,100.0
Non-Sticky Formula,7,Average 50%,T3B%,Sub-Category,Face Care,15,100.0
Non-Sticky Formula,7,Average 50%,TB%,Sub-Category,Face Care,15,93.33
Non-Sticky Formula,7,Bottom 25%,MS,Sub-Category,Face Care,7,4.14
Non-Sticky Formula,7,Bottom 25%,T2B%,Sub-Category,Face Care,7,42.86
Non-Sticky Formula,7,Bottom 25%,T3B%,Sub-Category,Face Care,7,57.14
Non-Sticky Formula,7,Bottom 25%,TB%,Sub-Category,Face Care,7,0.0
Non-Sticky Formula,7,Top 25%,MS,Sub-Category,Face Care,7,7.0
Non-Sticky Formula,7,Top 25%,T2B%,Sub-Category,Face Care,7,100.0
Non-Sticky Formula,7,Top 25%,T3B%,Sub-Category,Face Care,7,100.0
Non-Sticky Formula,7,Top 25%,TB%,Sub-Category,Face Care,7,100.0
Non-Sticky Formula,7,Average 50%,MS,Sub-Method,Pure Monadic,15,6.93
Non-Sticky Formula,7,Average 50%,T2B%,Sub-Method,Pure Monadic,15,100.0
Non-Sticky Formula,7,Average 50%,T3B%,Sub-Method,Pure Monadic,15,100.0
Non-Sticky Formula,7,Average 50%,TB%,Sub-Method,Pure Monadic,15,93.33
Non-Sticky Formula,7,Bottom 25%,MS,Sub-Method,Pure Monadic,7,4.14
Non-Sticky Formula,7,Bottom 25%,T2B%,Sub-Method,Pure Monadic,7,42.86
Non-Sticky Formula,7,Bottom 25%,T3B%,Sub-Method,Pure Monadic,7,57.14
Non-Sticky Formula,7,Bottom 25%,TB%,Sub-Method,Pure Monadic,7,0.0
Non-Sticky Formula,7,Top 25%,MS,Sub-Method,Pure Monadic,7,7.0
Non-Sticky Formula,7,Top 25%,T2B%,Sub-Method,Pure Monadic,7,100.0
Non-Sticky Formula,7,Top 25%,T3B%,Sub-Method,Pure Monadic,7,100.0
Non-Sticky Formula,7,Top 25%,TB%,Sub-Method,Pure Monadic,7,100.0
Non-Sticky Formula,7,Average 50%,MS,Test Type,Blind,15,6.93
Non-Sticky Formula,7,Average 50%,T2B%,Test Type,Blind,15,100.0
Non-Sticky Formula,7,Average 50%,T3B%,Test Type,Blind,15,100.0
Non-Sticky Formula,7,Average 50%,TB%,Test Type,Blind,15,93.33
Non-Sticky Formula,7,Bottom 25%,MS,Test Type,Blind,7,4.14
Non-Sticky Formula,7,Bottom 25%,T2B%,Test Type,Blind,7,42.86
Non-Sticky Formula,7,Bottom 25%,T3B%,Test Type,Blind,7,57.14
Non-Sticky Formula,7,Bottom 25%,TB%,Test Type,Blind,7,0.0
Non-Sticky Formula,7,Top 25%,MS,Test Type,Blind,7,7.0
Non-Sticky Formula,7,Top 25%,T2B%,Test Type,Blind,7,100.0
Non-Sticky Formula,7,Top 25%,T3B%,Test Type,Blind,7,100.0
Non-Sticky Formula,7,Top 25%,TB%,Test Type,Blind,7,100.0
Non-Sticky Formula,7,Average 50%,MS,Total,Total,15,6.93
Non-Sticky Formula,7,Average 50%,T2B%,Total,Total,15,100.0
Non-Sticky Formula,7,Average 50%,T3B%,Total,Total,15,100.0
Non-Sticky Formula,7,Average 50%,TB%,Total,Total,15,93.33
Non-Sticky Formula,7,Bottom 25%,MS,Total,Total,7,4.14
Non-Sticky Formula,7,Bottom 25%,T2B%,Total,Total,7,42.86
Non-Sticky Formula,7,Bottom 25%,T3B%,Total,Total,7,57.14
Non-Sticky Formula,7,Bottom 25%,TB%,Total,Total,7,0.0
Non-Sticky Formula,7,Top 25%,MS,Total,Total,7,7.0
Non-Sticky Formula,7,Top 25%,T2B%,Total,Total,7,100.0
Non-Sticky Formula,7,Top 25%,T3B%,Total,Total,7,100.0
Non-Sticky Formula,7,Top 25%,TB%,Total,Total,7,100.0
Non-Sticky Formula,7,Average 50%,MS,Type of Study,Product Test,15,6.93
Non-Sticky Formula,7,Average 50%,T2B%,Type of Study,Product Test,15,100.0
Non-Sticky Formula,7,Average 50%,T3B%,Type of Study,Product Test,15,100.0
Non-Sticky Formula,7,Average 50%,TB%,Type of Study,Product Test,15,93.33
Non-Sticky Formula,7,Bottom 25%,MS,Type of Study,Product Test,7,4.14
Non-Sticky Formula,7,Bottom 25%,T2B%,Type of Study,Product Test,7,42.86
Non-Sticky Formula,7,Bottom 25%,T3B%,Type of Study,Product Test,7,57.14
Non-Sticky Formula,7,Bottom 25%,TB%,Type of Study,Product Test,7,0.0
Non-Sticky Formula,7,Top 25%,MS,Type of Study,Product Test,7,7.0
Non-Sticky Formula,7,Top 25%,T2B%,Type of Study,Product Test,7,100.0
Non-Sticky Formula,7,Top 25%,T3B%,Type of Study,Product Test,7,100.0
Non-Sticky Formula,7,Top 25%,TB%,Type of Study,Product Test,7,100.0
Noodle Thickness,5,Average 50%,MS,# of Product,2,97,4.96
Noodle Thickness,5,Average 50%,T2B%,# of Product,2,97,100.0
Noodle Thickness,5,Average 50%,T3B%,# of Product,2,97,
Noodle Thickness,5,Average 50%,TB%,# of Product,2,97,95.88
Noodle Thickness,5,Bottom 25%,MS,# of Product,2,48,3.77
Noodle Thickness,5,Bottom 25%,T2B%,# of Product,2,48,77.08
Noodle Thickness,5,Bottom 25%,T3B%,# of Product,2,48,
Noodle Thickness,5,Bottom 25%,TB%,# of Product,2,48,0.0
Noodle Thickness,5,Top 25%,MS,# of Product,2,48,5.0
Noodle Thickness,5,Top 25%,T2B%,# of Product,2,48,100.0
Noodle Thickness,5,Top 25%,T3B%,# of Product,2,48,
Noodle Thickness,5,Top 25%,TB%,# of Product,2,48,100.0
Noodle Thickness,5,Average 50%,MS,Category,Food,97,4.96
Noodle Thickness,5,Average 50%,T2B%,Category,Food,97,100.0
Noodle Thickness,5,Average 50%,T3B%,Category,Food,97,
Noodle Thickness,5,Average 50%,TB%,Category,Food,97,95.88
Noodle Thickness,5,Bottom 25%,MS,Category,Food,48,3.77
Noodle Thickness,5,Bottom 25%,T2B%,Category,Food,48,77.08
Noodle Thickness,5,Bottom 25%,T3B%,Category,Food,48,
Noodle Thickness,5,Bottom 25%,TB%,Category,Food,48,0.0
Noodle Thickness,5,Top 25%,MS,Category,Food,48,5.0
Noodle Thickness,5,Top 25%,T2B%,Category,Food,48,100.0
Noodle Thickness,5,Top 25%,T3B%,Category,Food,48,
Noodle Thickness,5,Top 25%,TB%,Category,Food,48,100.0
Noodle Thickness,5,Average 50%,MS,Detail Product,Instant Noodle,97,4.96
Noodle Thickness,5,Average 50%,T2B%,Detail Product,Instant Noodle,97,100.0
Noodle Thickness,5,Average 50%,T3B%,Detail Product,Instant Noodle,97,
Noodle Thickness,5,Average 50%,TB%,Detail Product,Instant Noodle,97,95.88
Noodle Thickness,5,Bottom 25%,MS,Detail Product,Instant Noodle,48,3.77
Noodle Thickness,5,Bottom 25%,T2B%,Detail Product,Instant Noodle,48,77.08
Noodle Thickness,5,Bottom 25%,T3B%,Detail Product,Instant Noodle,48,
Noodle Thickness,5,Bottom 25%,TB%,Detail Product,Instant Noodle,48,0.0
Noodle Thickness,5,Top 25%,MS,Detail Product,Instant Noodle,48,5.0
Noodle Thickness,5,Top 25%,T2B%,Detail Product,Instant Noodle,48,100.0
Noodle Thickness,5,Top 25%,T3B%,Detail Product,Instant Noodle,48,
Noodle Thickness,5,Top 25%,TB%,Detail Product,Instant Noodle,48,100.0
Noodle Thickness,5,Average 50%,MS,Methodology,CLT Pre-Recruit,97,4.96
Noodle Thickness,5,Average 50%,T2B%,Methodology,CLT Pre-Recruit,97,100.0
Noodle Thickness,5,Average 50%,T3B%,Methodology,CLT Pre-Recruit,97,
Noodle Thickness,5,Average 50%,TB%,Methodology,CLT Pre-Recruit,97,95.88
Noodle Thickness,5,Bottom 25%,MS,Methodology,CLT Pre-Recruit,48,3.77
Noodle Thickness,5,Bottom 25%,T2B%,Methodology,CLT Pre-Recruit,48,77.08
Noodle Thickness,5,Bottom 25%,T3B%,Methodology,CLT Pre-Recruit,48,
Noodle Thickness,5,Bottom 25%,TB%,Methodology,CLT Pre-Recruit,48,0.0
Noodle Thickness,5,Top 25%,MS,Methodology,CLT Pre-Recruit,48,5.0
Noodle Thickness,5,Top 25%,T2B%,Methodology,CLT Pre-Recruit,48,100.0
Noodle Thickness,5,Top 25%,T3B%,Methodology,CLT Pre-Recruit,48,
Noodle Thickness,5,Top 25%,TB%,Methodology,CLT Pre-Recruit,48,100.0
Noodle Thickness,5,Average 50%,MS,Sequence,Product 1,48,5.0
Noodle Thickness,5,Average 50%,T2B%,Sequence,Product 1,48,100.0
Noodle Thickness,5,Average 50%,T3B%,Sequence,Product 1,48,
Noodle Thickness,5,Average 50%,TB%,Sequence,Product 1,48,100.0
Noodle Thickness,5,Bottom 25%,MS,Sequence,Product 1,24,3.88
Noodle Thickness,5,Bottom 25%,T2B%,Sequence,Product 1,24,87.5
Noodle Thickness,5,Bottom 25%,T3B%,Sequence,Product 1,24,
Noodle Thickness,5,Bottom 25%,TB%,Sequence,Product 1,24,0.0
Noodle Thickness,5,Top 25%,MS,Sequence,Product 1,24,5.0
Noodle Thickness,5,Top 25%,T2B%,Sequence,Product 1,24,100.0
Noodle Thickness,5,Top 25%,T3B%,Sequence,Product 1,24,
Noodle Thickness,5,Top 25%,TB%,Sequence,Product 1,24,100.0
Noodle Thickness,5,Average 50%,MS,Sequence,Product 2,48,4.92
Noodle Thickness,5,Average 50%,T2B%,Sequence,Product 2,48,100.0
Noodle Thickness,5,Average 50%,T3B%,Sequence,Product 2,48,
Noodle Thickness,5,Average 50%,TB%,Sequence,Product 2,48,91.67
Noodle Thickness,5,Bottom 25%,MS,Sequence,Product 2,24,3.67
Noodle Thickness,5,Bottom 25%,T2B%,Sequence,Product 2,24,66.67
Noodle Thickness,5,Bottom 25%,T3B%,Sequence,Product 2,24,
Noodle Thickness,5,Bottom 25%,TB%,Sequence,Product 2,24,0.0
Noodle Thickness,5,Top 25%,MS,Sequence,Product 2,24,5.0
Noodle Thickness,5,Top 25%,T2B%,Sequence,Product 2,24,100.0
Noodle Thickness,5,Top 25%,T3B%,Sequence,Product 2,24,
Noodle Thickness,5,Top 25%,TB%,Sequence,Product 2,24,100.0
Noodle Thickness,5,Average 50%,MS,Sub-Category,Noodles,97,4.96
Noodle Thickness,5,Average 50%,T2B%,Sub-Category,Noodles,97,100.0
Noodle Thickness,5,Average 50%,T3B%,Sub-Category,Noodles,97,
Noodle Thickness,5,Average 50%,TB%,Sub-Category,Noodles,97,95.88
Noodle Thickness,5,Bottom 25%,MS,Sub-Category,Noodles,48,3.77
Noodle Thickness,5,Bottom 25%,T2B%,Sub-Category,Noodles,48,77.08
Noodle Thickness,5,Bottom 25%,T3B%,Sub-Category,Noodles,48,
Noodle Thickness,5,Bottom 25%,TB%,Sub-Category,Noodles,48,0.0
Noodle Thickness,5,Top 25%,MS,Sub-Category,Noodles,48,5.0
Noodle Thickness,5,Top 25%,T2B%,Sub-Category,Noodles,48,100.0
Noodle Thickness,5,Top 25%,T3B%,Sub-Category,Noodles,48,
Noodle Thickness,5,Top 25%,TB%,Sub-Category,Noodles,48,100.0
Noodle Thickness,5,Average 50%,MS,Sub-Method,Sequential Monadic,97,4.96
Noodle Thickness,5,Average 50%,T2B%,Sub-Method,Sequential Monadic,97,100.0
Noodle Thickness,5,Average 50%,T3B%,Sub-Method,Sequential Monadic,97,
Noodle Thickness,5,Average 50%,TB%,Sub-Method,Sequential Monadic,97,95.88
Noodle Thickness,5,Bottom 25%,MS,Sub-Method,Sequential Monadic,48,3.77
Noodle Thickness,5,Bottom 25%,T2B%,Sub-Method,Sequential Monadic,48,77.08
Noodle Thickness,5,Bottom 25%,T3B%,Sub-Method,Sequential Monadic,48,
Noodle Thickness,5,Bottom 25%,TB%,Sub-Method,Sequential Monadic,48,0.0
Noodle Thickness,5,Top 25%,MS,Sub-Method,Sequential Monadic,48,5.0
Noodle Thickness,5,Top 25%,T2B%,Sub-Method,Sequential Monadic,48,100.0
Noodle Thickness,5,Top 25%,T3B%,Sub-Method,Sequential Monadic,48,
Noodle Thickness,5,Top 25%,TB%,Sub-Method,Sequential Monadic,48,100.0
Noodle Thickness,5,Average 50%,MS,Test Type,Blind,97,4.96
Noodle Thickness,5,Average 50%,T2B%,Test Type,Blind,97,100.0
Noodle Thickness,5,Average 50%,T3B%,Test Type,Blind,97,
Noodle Thickness,5,Average 50%,TB%,Test Type,Blind,97,95.88
Noodle Thickness,5,Bottom 25%,MS,Test Type,Blind,48,3.77
Noodle Thickness,5,Bottom 25%,T2B%,Test Type,Blind,48,77.08
Noodle Thickness,5,Bottom 25%,T3B%,Test Type,Blind,48,
Noodle Thickness,5,Bottom 25%,TB%,Test Type,Blind,48,0.0
Noodle Thickness,5,Top 25%,MS,Test Type,Blind,48,5.0
Noodle Thickness,5,Top 25%,T2B%,Test Type,Blind,48,100.0
Noodle Thickness,5,Top 25%,T3B%,Test Type,Blind,48,
Noodle Thickness,5,Top 25%,TB%,Test Type,Blind,48,100.0
Noodle Thickness,5,Average 50%,MS,Total,Total,97,4.96
Noodle Thickness,5,Average 50%,T2B%,Total,Total,97,100.0
Noodle Thickness,5,Average 50%,T3B%,Total,Total,97,
Noodle Thickness,5,Average 50%,TB%,Total,Total,97,95.88
Noodle Thickness,5,Bottom 25%,MS,Total,Total,48,3.77
Noodle Thickness,5,Bottom 25%,T2B%,Total,Total,48,77.08
Noodle Thickness,5,Bottom 25%,T3B%,Total,Total,48,
Noodle Thickness,5,Bottom 25%,TB%,Total,Total,48,0.0
Noodle Thickness,5,Top 25%,MS,Total,Total,48,5.0
Noodle Thickness,5,Top 25%,T2B%,Total,Total,48,100.0
Noodle Thickness,5,Top 25%,T3B%,Total,Total,48,
Noodle Thickness,5,Top 25%,TB%,Total,Total,48,100.0
Noodle Thickness,5,Average 50%,MS,Type of Study,Product Test,97,4.96
Noodle Thickness,5,Average 50%,T2B%,Type of Study,Product Test,97,100.0
Noodle Thickness,5,Average 50%,T3B%,Type of Study,Product Test,97,
Noodle Thickness,5,Average 50%,TB%,Type of Study,Product Test,97,95.88
Noodle Thickness,5,Bottom 25%,MS,Type of Study,Product Test,48,3.77
Noodle Thickness,5,Bottom 25%,T2B%,Type of Study,Product Test,48,77.08
Noodle Thickness,5,Bottom 25%,T3B%,Type of Study,Product Test,48,
Noodle Thickness,5,Bottom 25%,TB%,Type of Study,Product Test,48,0.0
Noodle Thickness,5,Top 25%,MS,Type of Study,Product Test,48,5.0
Noodle Thickness,5,Top 25%,T2B%,Type of Study,Product Test,48,100.0
Noodle Thickness,5,Top 25%,T3B%,Type of Study,Product Test,48,
Noodle Thickness,5,Top 25%,TB%,Type of Study,Product Test,48,100.0
Onion Taste,5,Average 50%,MS,# of Product,2,75,5.0
Onion Taste,5,Average 50%,T2B%,# of Product,2,75,100.0
Onion Taste,5,Average 50%,T3B%,# of Product,2,75,
Onion Taste,5,Average 50%,TB%,# of Product,2,75,100.0
Onion Taste,5,Bottom 25%,MS,# of Product,2,37,3.68
Onion Taste,5,Bottom 25%,T2B%,# of Product,2,37,75.68
Onion Taste,5,Bottom 25%,T3B%,# of Product,2,37,
Onion Taste,5,Bottom 25%,TB%,# of Product,2,37,0.0
Onion Taste,5,Top 25%,MS,# of Product,2,37,5.0
Onion Taste,5,Top 25%,T2B%,# of Product,2,37,100.0
Onion Taste,5,Top 25%,T3B%,# of Product,2,37,
Onion Taste,5,Top 25%,TB%,# of Product,2,37,100.0
Onion Taste,5,Average 50%,MS,Category,Food,75,5.0
Onion Taste,5,Average 50%,T2B%,Category,Food,75,100.0
Onion Taste,5,Average 50%,T3B%,Category,Food,75,
Onion Taste,5,Average 50%,TB%,Category,Food,75,100.0
Onion Taste,5,Bottom 25%,MS,Category,Food,37,3.68
Onion Taste,5,Bottom 25%,T2B%,Category,Food,37,75.68
Onion Taste,5,Bottom 25%,T3B%,Category,Food,37,
Onion Taste,5,Bottom 25%,TB%,Category,Food,37,0.0
Onion Taste,5,Top 25%,MS,Category,Food,37,5.0
Onion Taste,5,Top 25%,T2B%,Category,Food,37,100.0
Onion Taste,5,Top 25%,T3B%,Category,Food,37,
Onion Taste,5,Top 25%,TB%,Category,Food,37,100.0
Onion Taste,5,Average 50%,MS,Detail Product,Instant Noodle,75,5.0
Onion Taste,5,Average 50%,T2B%,Detail Product,Instant Noodle,75,100.0
Onion Taste,5,Average 50%,T3B%,Detail Product,Instant Noodle,75,
Onion Taste,5,Average 50%,TB%,Detail Product,Instant Noodle,75,100.0
Onion Taste,5,Bottom 25%,MS,Detail Product,Instant Noodle,37,3.68
Onion Taste,5,Bottom 25%,T2B%,Detail Product,Instant Noodle,37,75.68
Onion Taste,5,Bottom 25%,T3B%,Detail Product,Instant Noodle,37,
Onion Taste,5,Bottom 25%,TB%,Detail Product,Instant Noodle,37,0.0
Onion Taste,5,Top 25%,MS,Detail Product,Instant Noodle,37,5.0
Onion Taste,5,Top 25%,T2B%,Detail Product,Instant Noodle,37,100.0
Onion Taste,5,Top 25%,T3B%,Detail Product,Instant Noodle,37,
Onion Taste,5,Top 25%,TB%,Detail Product,Instant Noodle,37,100.0
Onion Taste,5,Average 50%,MS,Methodology,CLT Pre-Recruit,75,5.0
Onion Taste,5,Average 50%,T2B%,Methodology,CLT Pre-Recruit,75,100.0
Onion Taste,5,Average 50%,T3B%,Methodology,CLT Pre-Recruit,75,
Onion Taste,5,Average 50%,TB%,Methodology,CLT Pre-Recruit,75,100.0
Onion Taste,5,Bottom 25%,MS,Methodology,CLT Pre-Recruit,37,3.68
Onion Taste,5,Bottom 25%,T2B%,Methodology,CLT Pre-Recruit,37,75.68
Onion Taste,5,Bottom 25%,T3B%,Methodology,CLT Pre-Recruit,37,
Onion Taste,5,Bottom 25%,TB%,Methodology,CLT Pre-Recruit,37,0.0
Onion Taste,5,Top 25%,MS,Methodology,CLT Pre-Recruit,37,5.0
Onion Taste,5,Top 25%,T2B%,Methodology,CLT Pre-Recruit,37,100.0
Onion Taste,5,Top 25%,T3B%,Methodology,CLT Pre-Recruit,37,
Onion Taste,5,Top 25%,TB%,Methodology,CLT Pre-Recruit,37,100.0
Onion Taste,5,Average 50%,MS,Sequence,Product 1,37,5.0
Onion Taste,5,Average 50%,T2B%,Sequence,Product 1,37,100.0
Onion Taste,5,Average 50%,T3B%,Sequence,Product 1,37,
Onion Taste,5,Average 50%,TB%,Sequence,Product 1,37,100.0
Onion Taste,5,Bottom 25%,MS,Sequence,Product 1,18,3.67
Onion Taste,5,Bottom 25%,T2B%,Sequence,Product 1,18,72.22
Onion Taste,5,Bottom 25%,T3B%,Sequence,Product 1,18,
Onion Taste,5,Bottom 25%,TB%,Sequence,Product 1,18,0.0
Onion Taste,5,Top 25%,MS,Sequence,Product 1,18,5.0
Onion Taste,5,Top 25%,T2B%,Sequence,Product 1,18,100.0
Onion Taste,5,Top 25%,T3B%,Sequence,Product 1,18,
Onion Taste,5,Top 25%,TB%,Sequence,Product 1,18,100.0
Onion Taste,5,Average 50%,MS,Sequence,Product 2,37,5.0
Onion Taste,5,Average 50%,T2B%,Sequence,Product 2,37,100.0
Onion Taste,5,Average 50%,T3B%,Sequence,Product 2,37,
Onion Taste,5,Average 50%,TB%,Sequence,Product 2,37,100.0
Onion Taste,5,Bottom 25%,MS,Sequence,Product 2,18,3.67
Onion Taste,5,Bottom 25%,T2B%,Sequence,Product 2,18,77.78
Onion Taste,5,Bottom 25%,T3B%,Sequence,Product 2,18,
Onion Taste,5,Bottom 25%,TB%,Sequence,Product 2,18,0.0
Onion Taste,5,Top 25%,MS,Sequence,Product 2,18,5.0
Onion Taste,5,Top 25%,T2B%,Sequence,Product 2,18,100.0
Onion Taste,5,Top 25%,T3B%,Sequence,Product 2,18,
Onion Taste,5,Top 25%,TB%,Sequence,Product 2,18,100.0
Onion Taste,5,Average 50%,MS,Sub-Category,Noodles,75,5.0
Onion Taste,5,Average 50%,T2B%,Sub-Category,Noodles,75,100.0
Onion Taste,5,Average 50%,T3B%,Sub-Category,Noodles,75,
Onion Taste,5,Average 50%,TB%,Sub-Category,Noodles,75,100.0
Onion Taste,5,Bottom 25%,MS,Sub-Category,Noodles,37,3.68
Onion Taste,5,Bottom 25%,T2B%,Sub-Category,Noodles,37,75.68
Onion Taste,5,Bottom 25%,T3B%,Sub-Category,Noodles,37,
Onion Taste,5,Bottom 25%,TB%,Sub-Category,Noodles,37,0.0
Onion Taste,5,Top 25%,MS,Sub-Category,Noodles,37,5.0
Onion Taste,5,Top 25%,T2B%,Sub-Category,Noodles,37,100.0
Onion Taste,5,Top 25%,T3B%,Sub-Category,Noodles,37,
Onion Taste,5,Top 25%,TB%,Sub-Category,Noodles,37,100.0
Onion Taste,5,Average 50%,MS,Sub-Method,Sequential Monadic,75,5.0
Onion Taste,5,Average 50%,T2B%,Sub-Method,Sequential Monadic,75,100.0
Onion Taste,5,Average 50%,T3B%,Sub-Method,Sequential Monadic,75,
Onion Taste,5,Average 50%,TB%,Sub-Method,Sequential Monadic,75,100.0
Onion Taste,5,Bottom 25%,MS,Sub-Method,Sequential Monadic,37,3.68
Onion Taste,5,Bottom 25%,T2B%,Sub-Method,Sequential Monadic,37,75.68
Onion Taste,5,Bottom 25%,T3B%,Sub-Method,Sequential Monadic,37,
Onion Taste,5,Bottom 25%,TB%,Sub-Method,Sequential Monadic,37,0.0
Onion Taste,5,Top 25%,MS,Sub-Method,Sequential Monadic,37,5.0
Onion Taste,5,Top 25%,T2B%,Sub-Method,Sequential Monadic,37,100.0
Onion Taste,5,Top 25%,T3B%,Sub-Method,Sequential Monadic,37,
Onion Taste,5,Top 25%,TB%,Sub-Method,Sequential Monadic,37,100.0
Onion Taste,5,Average 50%,MS,Test Type,Blind,75,5.0
Onion Taste,5,Average 50%,T2B%,Test Type,Blind,75,100.0
Onion Taste,5,Average 50%,T3B%,Test Type,Blind,75,
Onion Taste,5,Average 50%,TB%,Test Type,Blind,75,100.0
Onion Taste,5,Bottom 25%,MS,Test Type,Blind,37,3.68
Onion Taste,5,Bottom 25%,T2B%,Test Type,Blind,37,75.68
Onion Taste,5,Bottom 25%,T3B%,Test Type,Blind,37,
